artifact;repository
org.exist-db.thirdparty.xerces:xercesImpl;unknown
org.vibur:vibur-dbcp;unknown
io.github.openhtmltopdf:openhtmltopdf-svg-support;unknown
org.apache.ignite:ignite-core;unknown
jfree:jcommon;unknown
org.im4java:im4java;unknown
ru.tinkoff.piapi:java-sdk-core;unknown
ru.spb.tksoft:tk-log-utils;unknown
ru.tbank.core.components.t_bt_locator:ru.tbank.t_bt_peer;unknown
ru.ngs.developer:viewpagercircular;unknown
ru.pixnews.igdbclient:igdbclient-ktor-js;unknown
ru.i-novus.messaging:messaging-admin-frontend;unknown
ru.ok.tracer:tracer-profiler-systrace;unknown
ru.i-novus.components:common-exception-handling;unknown
ru.ilb.scripting:scripting;unknown
ru.ilb.buildtools:buildtools;unknown
ru.ilb.parent:parent;unknown
ru.taskurotta:spring;unknown
com.android.support.test.uiautomator:uiautomator-v18;unknown
pro.shushi.pamirs.k2:pamirs-meta-dsl;unknown
pro.shushi.pamirs.middleware.schedule:pamirs-middleware-elasticjob;unknown
rs.ltt.jmap:jmap-client;unknown
pro.shushi.pamirs.framework:pamirs-connectors-event-rabbitmq;unknown
pro.shushi.pamirs.framework:pamirs-connectors-data-xa;unknown
ru.chervoniy-ba:esia-crypto;unknown
pro.shushi.pamirs.middleware.lock:pamirs-middleware-lock-zookeeper;unknown
ro.kuberam.maven.plugins:base;unknown
pro.shushi.pamirs.middleware:pamirs-middleware;unknown
rocks.xmpp:xmpp-nio-codec;unknown
pro.shushi.pamirs.middleware.lock:pamirs-middleware-lock;unknown
rocks.xmpp:xmpp-core-common;unknown
ro.dragossusi:navigation-jvm;unknown
ro.oiste.notify:eventstore;unknown
rocks.voss.maven.plugins:content-generator;unknown
rocks.xmpp:xmpp-websocket;unknown
pro.shushi.pamirs.core:pamirs-eip2-jdbc;unknown
pro.shushi.pamirs:pamirs-framework-commons;unknown
pro.shushi.pamirs:pamirs-spi;unknown
ro.dragossusi:navigation-android-debug;unknown
pro.shushi.pamirs.core:pamirs-sso-oauth2-client;unknown
ren.imyan.endureblazex.base:fragment;unknown
rest.bef:befrest;unknown
rocks.xmpp:xmpp-core-server;unknown
ru.dlabs71.library:d-email;unknown
ru.curs:celesta;unknown
ro.dragossusi:resource-flow-android-debug;unknown
ro.kuberam.maven.plugins:kuberam-i18n-plugin;unknown
pub.mgl:mgl-app-kernel;unknown
pro.shushi.pamirs.core:pamirs-sso-client;unknown
pro.shushi.pamirs.middleware.schedule:pamirs-middleware-schedule-deployer;unknown
pub.mgl:biz-common;unknown
ro.dragossusi:viewmodel;unknown
pub.mgl:common-sse;unknown
pub.mgl:common-mail;unknown
pub.mgl:common-json;unknown
pro.shushi.pamirs.boot:pamirs-base-standard;unknown
com.android.tools.lint:lint-api;unknown
pl.pkk82.ci:bbp-java-lib-to-central-repo-mm-mvn-release-plugin-ssh;unknown
pl.pkk82.ci:bbp-java-lib-to-central-repo-mm-mvn-release-plugin-http;unknown
com.thetransactioncompany:jsonrpc2-base;unknown
org.zkoss:zk-archetype-extension;unknown
picocontainer:picocontainer-site;unknown
org.ysb33r.gradle:grolifant60;unknown
org.xyou:xcommon-java-lib;unknown
org.zkoss.zkoss:gmapsz;unknown
org.zkoss.zk:zuljsf;unknown
org.xworker:xworker_javacv_network;unknown
org.xworker:xworker_rap_server;unknown
org.xworker:xworker_gluon_xapp;unknown
org.xworker:xworker_web_echarts;unknown
org.zclibre:libre-redis;unknown
org.zclibre:libre-rabbitmq;unknown
org.zahnleiter:treej;unknown
org.xworker:xworker_javacv_swt;unknown
org.zfcj:ConcreteNumbers;unknown
org.ztemplates:ztest;unknown
org.xworker:xworker_swt_java17;unknown
org.xworker:xworker_swt_java11;unknown
org.zkoss.zest:zest;unknown
org.apache.lucene:lucene-analyzers-morfologik;unknown
org.apache.lucene:lucene-spatial-extras;unknown
org.x-meta:org.xmeta.engine;unknown
net.sourceforge.javacsv:javacsv;unknown
org.apache.hbase:hbase-http;unknown
org.openqa.selenium.core:selenium-core;unknown
org.springframework.webflow:org.springframework.webflow;unknown
org.xj4:xj4;unknown
org.xcmis:xcmis-parent;unknown
org.xbib:datastructures-raml;unknown
org.xbib:datastructures-interpolation;unknown
org.wso2.org.apache.shindig:shindig-sample-container;unknown
org.wso2.org.apache.shindig:shindig-common;unknown
org.xbean:xbean;unknown
org.wymiwyg.js:createjs-theme;unknown
com.google.gwt.google-apis:gwt-visualization;unknown
org.apache.karaf.deployer:org.apache.karaf.deployer.blueprint;unknown
org.apache.karaf.deployer:org.apache.karaf.deployer.kar;unknown
org.apache.lucene:lucene-analysis-phonetic;unknown
net.sourceforge.findbugs:annotations;unknown
net.gleamynode:netty2;unknown
org.wingsource:plugin;unknown
org.webswing:webswing-server-frontend;unknown
org.webswing:webswing-directdraw-swing;unknown
org.jsecurity:jsecurity;unknown
net.java.dev.timingframework:timingframework;unknown
org.webjars.npm:babel-plugin-transform-strict-mode;unknown
org.voltdb:volt-stream-plugin-iceberg-api;unknown
org.webjars.npm:atlaskit__tooltip;unknown
org.webjars.npm:babel-plugin-check-es2015-constants;unknown
org.visnow:JLargeArrays;unknown
org.visnow:JSciC;unknown
org.webjars.npm:atlaskit__app-provider;unknown
org.voeetech:async-imap-client;unknown
org.web4thejob:org.web4thejob.joblet.contacts;unknown
org.verapdf.plugins:fontType-plugin;unknown
org.uitnet.testing.smartfwk:smart-testauto-mongodb-connector;unknown
org.unitils:unitils-easymock;unknown
org.ujoframework:ujo-core;unknown
org.virtuslab:pulumi-cloudflare-kotlin;unknown
org.unlaxer:unlaxer-generator;unknown
org.uitnet.testing:smart-testauto-framework;unknown
org.verapdf.plugins:iccprofileSample-plugin;unknown
org.ujorm:ujo-xsd;unknown
org.videolan.android:libvlc-all;unknown
org.verapdf.plugins:jpylyzer-plugin;unknown
org.vectomatic:lib-gwt-svg;unknown
org.virtuslab:pulumi-kubernetes-kotlin;unknown
org.vesalainen.nmea:parser;unknown
org.unlaxer:japanese-address-parser;unknown
org.unifiedpush.android:foss-embedded-fcm-distributor;unknown
org.ujorm:ujo-orm-spring;unknown
com.googlecode.gwt-crypto:gwt-crypto;unknown
org.tinygroup:org.tinygroup.databasechange;unknown
org.tinygroup:org.tinygroup.flowbasicservice;unknown
org.tinygroup:simplechannelplugin;unknown
org.tiogasolutions.couchace:tioga-couchace-core;unknown
org.tinygroup:org.tinygroup.fold;unknown
org.tinygroup:org.tinygroup.remoteconfig.zk.web;unknown
org.treblereel.gwt.gwtproject.layout:gwt-layout;unknown
org.togglz:togglz-spring-boot;unknown
org.tynamo:tapestry-ckeditor;unknown
org.tiogasolutions.push:tioga-push-client;unknown
org.togglz:togglz-dynamodb;unknown
org.tinygroup:org.tinygroup.simplechannel;unknown
org.tranql:tranql-connector-informix-xa;unknown
org.tinygroup:org.tinygroup.weblayer;unknown
org.truenewx.tnxjeex.fss:tnxjeex-fss-service;unknown
org.tinygroup:org.tinygroup.springwithtemplate3;unknown
org.tinygroup:org.tinygroup.springmerge;unknown
org.tinygroup:org.tinygroup.tinyspringtest431;unknown
org.tkit.quarkus:tkit-quarkus-test-impl;unknown
org.tinygroup:org.tinygroup.hellobyflow;unknown
org.togglz:togglz-redis;unknown
org.tinygroup:org.tinygroup.throttle-denounce;unknown
org.tinygroup:org.tinygroup.springmvc;unknown
org.togglz:togglz-thymeleaf-spring-boot-starter;unknown
org.tynamo:tapestry-jdo-webapp;unknown
org.tinygroup:plugin;unknown
org.tinygroup:pluginbasicservice;unknown
org.tinygroup:org.tinygroup.rpc;unknown
org.tinygroup:org.tinygroup.gridSystems;unknown
org.tinymediamanager:tmm-parent;unknown
org.tinygroup:tinyscript;unknown
org.typefactory:type-factory-core;unknown
org.tinygroup:org.tinygroup.serviceplugin;unknown
org.tinygroup:placeholder;unknown
org.tiogasolutions.push:tioga-push-common;unknown
org.tomitribe.transformer:org.eclipse.transformer.maven;unknown
org.tkit.quarkus:tkit-quarkus-log-cdi-deployment;unknown
org.tribuo:tribuo;unknown
org.tinygroup:tinymenutree;unknown
org.tinygroup:tinyFlatUi;unknown
org.treblereel.gwt.resources:resources-api;unknown
org.trailsframework:tapestry-conversations;unknown
org.tynamo.security:tynamo-federatedaccounts;unknown
org.tiogasolutions.app:tioga-app-common;unknown
org.togglz:togglz-cloud-spanner;unknown
org.togglz:togglz-spring-boot-autoconfigure;unknown
org.tranql:tranql-jar-resource-bundle;unknown
org.truenewx.tnxjeex.payment:tnxjeex-payment-web;unknown
org.tinygroup:org.tinygroup.superBox;unknown
org.treblereel.gwt.resources:resources-processor;unknown
net.java.dev.glazedlists:glazedlists_java15;unknown
org.apache.servicemix.bundles:org.apache.servicemix.bundles.kafka-clients;unknown
org.specs2:specs2-core_native0.4_2.12;unknown
org.specs2:specs2-core_native0.4_2.13;unknown
org.tinygroup:org.tinygroup.cachefactory;unknown
org.synchronoss:cpo;unknown
org.swingme:swingme-binding-android;unknown
org.tinygroup:TinySample;unknown
org.tinygroup:bizframe2-metadata;unknown
org.tango-controls:JSSHTerminal;unknown
org.tinygroup:TinyUiEnterprise2;unknown
org.tentackle:tentackle-common;unknown
org.tango-controls.atk:ATKTuning;unknown
org.swinglabs:multiplegradientpaint;unknown
org.tango-controls:DBBench;unknown
org.tango-controls.hdb:HDBConfigurator;unknown
org.swingme:swingme;unknown
org.synchronoss.cpo:cpoUtil;unknown
org.tinygroup:mongodb;unknown
org.sweble.wikitext:swc-example-xpath-archetype;unknown
org.swingme:swingme-binding-ios;unknown
org.swinglabs:swing-layout;unknown
org.apache.servicemix.bundles:org.apache.servicemix.bundles.dom4j;unknown
org.pygments:pygments;unknown
com.google.code.gwt-log:gwt-log;unknown
org.apache.beam:beam-runners-spark;unknown
org.apache.cxf:cxf-rt-rs-security-oauth;unknown
org.quartz-scheduler:quartz-oracle;unknown
org.apache.jena:jena-shaded-guava;unknown
org.apache.lucene:lucene-benchmark;unknown
org.apache.lucene:lucene-spellchecker;unknown
org.apache.maven:maven-plugin-registry;unknown
org.apache.maven:maven-profile;unknown
com.dyuproject.protostuff:protostuff-api;unknown
com.dyuproject.protostuff:protostuff-collectionschema;unknown
org.apache.servicemix.bundles:org.apache.servicemix.bundles.ibatis-sqlmap;unknown
org.jacorb:jacorb-idl-compiler;unknown
org.jboss.ws:jbossws-jboss720-server-integration;unknown
org.specs2:classycle;unknown
org.springframework.cloud:spring-cloud-function-web;unknown
com.google.api.grpc:proto-google-cloud-pubsub-v1;unknown
androidx.legacy:legacy-support-core-ui;unknown
androidx.room:room-common;unknown
androidx.transition:transition-ktx;unknown
androidx.versionedparcelable:versionedparcelable;unknown
org.apache-extras.cassandra-jdbc:cassandra-jdbc;unknown
org.eclipse.jetty.drafts:javax.websocket-api;unknown
org.eclipse.jetty.orbit:javax.servlet.jsp;unknown
org.eclipse.jetty.orbit:javax.servlet.jsp.jstl;unknown
androidx.media2:media2-player;unknown
org.stebz:stebz-annotations;unknown
org.springmodules:spring-modules-template;unknown
org.springframework.cloud:spring-cloud-kubernetes-client-autoconfig;unknown
org.springframework.cloud:spring-cloud-task-core;unknown
org.springmodules:spring-modules-tapestry;unknown
org.springframework.cloud:spring-cloud-netflix-archaius;unknown
org.springframework.cloud:spring-cloud-stream-binder-rabbit-core;unknown
org.springmodules:spring-modules-jbpm30;unknown
org.springmodules:spring-modules-jbpm31;unknown
org.springmodules:spring-modules-osworkflow;unknown
org.springmodules:spring-modules-aop;unknown
org.springframework.webflow:org.springframework.faces;unknown
org.springmodules:spring-modules-jakarta-commons;unknown
org.springmodules:spring-modules-jcr;unknown
org.springmodules:spring-modules-javaspaces;unknown
org.springmodules:spring-modules-hivemind;unknown
org.springmodules:spring-modules-jsr94;unknown
org.sqids:sqids;unknown
org.springmodules:spring-modules-validation;unknown
org.springmodules:spring-modules-db4o;unknown
org.springmodules:spring-modules-xt;unknown
org.springmodules:spring-modules-flux;unknown
org.storychat:org.storychat.project.root;unknown
org.springmodules:spring-modules-cache;unknown
org.stategen.framework:stategen-parent;unknown
drools:drools-io;unknown
org.apache.servicemix.bundles:org.apache.servicemix.bundles.freemarker;unknown
org.apache.myfaces.test:myfaces-test20;unknown
org.apache.directory.shared:shared-asn1;unknown
org.specs2:xml_native0.4_3;unknown
org.sourceprojects.lycia:lycia;unknown
org.springblade:blade-starter-report;unknown
com.ibm.jbatch:com.ibm.jbatch-tck-spi;unknown
com.oracle.database.ha:simplefan;unknown
net.sf.jpam:jpam;unknown
net.sf.saxon:saxon-dom;unknown
org.bitbucket.cowwoc:diff-match-patch;unknown
org.apache.camel.springboot:camel-bean-starter;unknown
org.sonatype.nexus.tools:nexus-migration-core;unknown
org.sonatype.tycho:tycho-maven-plugin;unknown
org.sonatype.tycho:tycho-emma-its;unknown
com.google.code.google-collections:google-collect;unknown
org.mortbay.jetty:jetty-sslengine;unknown
com.sdicons.jsontools:jsontools-core;unknown
org.apache.directory.server:apacheds-xdbm-base;unknown
com.ocpsoft:ocpsoft-pretty-time;unknown
net.sourceforge.ccxjc:cc-xjc-plugin;unknown
org.jvnet.jaxb2_commons:jaxb2-fluent-api;unknown
org.seleniumhq.selenium.server:selenium-server;unknown
org.eclipse.platform:org.eclipse.core.jobs;unknown
org.eclipse.platform:org.eclipse.equinox.app;unknown
org.netbeans.lib:cvsclient;unknown
net.sf.kxml:kxml2-min;unknown
org.apache.wink:wink-component-test-support;unknown
org.simpleflatmapper:sfm-poi-jre6;unknown
org.semanticweb.elk:elk-parent;unknown
org.sila-standard.sila_java.examples:test_server;unknown
org.sila-standard.sila_java.library:server_base;unknown
org.simpleflatmapper:sfm-map-jre6;unknown
org.sistcoop:sunat;unknown
org.sharegov:mjson;unknown
org.seppiko.commons:commons-mail;unknown
org.simart:write-it-once-core;unknown
org.sejda:sejda-itext;unknown
org.shredzone.acme4j:acme4j-smime;unknown
org.simpledbm:simpledbm-network-common;unknown
org.sessl:sessl-mlrules;unknown
org.sila-standard.sila_java.interoperability:client;unknown
org.siani.javafmi:fmu-framework;unknown
org.seleniumhq.selenium:jetty-rc-repacked;unknown
org.sejda:sejda-pdfbox;unknown
org.seleniumhq.selenium:selenium-android-client;unknown
org.semoss:semossweb;unknown
org.sejda:sejda-icepdf;unknown
org.seppiko.glf:jcl-over-glf;unknown
org.siqisource.agave:agave-console;unknown
checkstyle:checkstyle;unknown
org.sakaiproject.scorm:scorm-api;unknown
org.sakaiproject.cardgame:sakai-card-game-api;unknown
org.sakaiproject.polls:polls;unknown
org.sakaiproject.meetings:meetings-api;unknown
org.sakaiproject.sitestats:sitestats-assembly;unknown
org.robokind:org.robokind.headless.animation;unknown
org.robokind:org.robokind.api.audio;unknown
org.sakaiproject.calendar:sakai-calendar-api;unknown
org.sakaiproject:vuecomponents-bundle;unknown
org.rosaenlg:java-wrapper;unknown
org.sakaiproject.mailsender:mailsender-assembly;unknown
org.sakaiproject.reset-pass:sakai-reset-pass;unknown
org.rwshop:org.rwshop.swing.audio;unknown
org.sakaiproject.edu-services.sections:sections-model;unknown
org.rockyang:samples;unknown
org.robolectric:android-res;unknown
org.sakaiproject.googledrive:sakai-googledrive-impl;unknown
org.sakaiproject.googledrive:sakai-googledrive-tool;unknown
org.sakaiproject.site:site;unknown
org.sakaiproject.delegatedaccess:delegatedaccess-pack;unknown
org.scala-lang:scala-parent;unknown
org.rwshop:org.rwshop.modules.speech;unknown
org.rococoa:rococoa-functionaltest;unknown
org.rwshop:org.rwshop.modules.motion;unknown
org.sakaiproject:sakai-rwiki-integration-test;unknown
org.sakaiproject.lti:lti-api;unknown
org.sakaiproject.microsoft:microsoft-api;unknown
org.sakaiproject.conditions:sakai-conditions-api;unknown
org.sakaiproject.lti:lti-util;unknown
net.homeip.yusuke:twitter4j;unknown
org.refcodes:refcodes-eventbus-ext;unknown
org.refcodes:refcodes-rest-ext;unknown
org.randombits.support:support-confluence;unknown
org.randombits.confluence:confluence-filtering;unknown
org.refcodes:refcodes-logger-alt-io;unknown
org.reflext:reflext.test-java6;unknown
org.randombits.confluence:confluence-supplier;unknown
org.randombits.confluence:confluence-intercom;unknown
org.qnixyz:jaxbson;unknown
org.puremvc:Utility_Java_MultiCore_Pipes;unknown
net.sourceforge.streamsupport:streamsupport-flow;unknown
org.osgi:org.osgi.service.useradmin;unknown
org.popperfw:parent;unknown
org.perfectable:introspectable;unknown
